CardNumber,ParcelID,StreetNumber,StreetName,NumofUnits,NumofRooms,NumofBedrooms,ExtType,YearBlt,CurrentBuildingValue,CurrentYardItems,CurrentLandValue,CurrentAcres,FinishedArea,GrossArea,CurrentTotal,SaleDate,SalePrice,LegalReference,Amount,Location 1
1,140-62-7862-000,98,WINTHROP ST,1,5,2,CAPE,1983,271600,0,116700,0.83852,2012,3896,388300,10/30/2009,352000,245285,9500,"98 WINTHROP ST
FRAMINGHAM, MA
(42.268976, -71.424018)"
1,141-83-6024-000,218,ARLINGTON ST,2,10,4,MULTI-FAM,1907,156100,0,105400,0.24823,1948,3294,261500,03/10/2014,1,63352-254,,"218 ARLINGTON ST
FRAMINGHAM, MA
(42.268592, -71.417354)"
1,135-05-0231-000,31,EAST ST,2,10,4,MULTI-FAM,1927,145300,2100,104100,0.17906,1728,2869,251500,09/06/1963,1,10351-0338,9800,"31 EAST ST
FRAMINGHAM, MA
(42.275177, -71.411859)"
1,133-34-7309-000,25,WEYBOSSETT AVE,1,7,3,CONVENT`NL,1925,128500,0,104800,0.21988,1439.5,2832,233300,12/31/2012,220000,60864-262,,"25 WEYBOSSETT AVE
FRAMINGHAM, MA
(42.272512, -71.435186)"
1,140-72-6757-000,46,GILBERT ST,1,7,3,OLD STYLE,1892,137100,5000,103700,0.16077,1462,2544,245800,02/01/1988,150000,18868-0403,11000,"46 GILBERT ST
FRAMINGHAM, MA
(42.268283, -71.420949)"
1,140-72-6636-000,54,GILBERT ST,3,14,7,MULTI-FAM,1897,235700,22400,105900,0.27548,3412,5541,364000,12/10/2015,400000,66506-90,8000,"54 GILBERT ST
FRAMINGHAM, MA
(42.267982, -71.421014)"
2,128-06-2160-000,266,WAVERLEY ST,0,NULL,NULL,STORE,1992,1112400,0,498400,3.046,39879,39879,1610800,11/01/2000,2250000,219859,,"266 WAVERLEY ST
FRAMINGHAM, MA
(42.278063, -71.410789)"
1,140-73-1734-000,32,CYPRESS ST,NULL,NULL,NULL,NULL,NULL,0,0,865200,7.22298,0,0,865200,01/08/1971,100,12118-66,,"32 CYPRESS ST
FRAMINGHAM, MA
(42.270249, -71.422619)"
1,135-05-7008-000,92,BLANDIN AVE,0,NULL,NULL,WAREHOUSE,1904,1820300,225200,1207700,5.58122,164052,164052,3253200,11/16/2015,3175000,66388-318,15200,"92 BLANDIN AVE
FRAMINGHAM, MA
(42.274235, -71.410758)"
1,135-04-5055-000,21,LORING DR,NULL,NULL,NULL,NULL,NULL,0,0,166200,0.60544,0,0,166200,06/06/2003,1430000,39466-583,,"21 LORING DR
FRAMINGHAM, MA
(42.271699, -71.409514)"
1,140-72-3053-000,22,NIPMUC RD,NULL,NULL,NULL,NULL,NULL,0,0,900,0.06878,0,0,900,08/30/2010,295000,55264-428,,"22 NIPMUC RD
FRAMINGHAM, MA
(42.266439, -71.421532)"
1,134-64-6591-000,40,MELLEN ST,0,27,9,APRTMNT-GN,1972,362500,0,214900,0.30298,4752,4752,577400,07/29/1991,1,21315-496,1000,"40 MELLEN ST
FRAMINGHAM, MA
(42.272984, -71.424499)"
1,122-29-8757-000,119,HOWE ST,1,16,8,MULTI-FAM,2010,537800,1000,124800,0.49591,4635,5397,663600,12/17/2009,375000,54010-63,90000,"119 HOWE ST
FRAMINGHAM, MA
(42.287705, -71.401313)"
1,140-53-8678-000,83,BRIDGES ST EXT,1,8,3,COLONIAL,2014,321200,0,104200,0.18423,2102,3768,425400,02/18/2015,380000,64923-214,23400,"83 BRIDGES ST EXT
FRAMINGHAM, MA
(42.289121, -71.402333)"
1,133-44-8478-000,801,WAVERLEY ST,NULL,NULL,NULL,NULL,NULL,0,0,102400,0.09513,0,0,102400,10/31/2007,376500,50291-249,0,"801 WAVERLEY ST
FRAMINGHAM, MA
(42.272732, -71.43085)"
1,135-05-6597-000,17,BEAVER CT,0,NULL,NULL,REPAIR GAR,1997,464900,0,276500,2.225,3600,3600,741400,12/29/2015,850000,66599-254,1000,"17 BEAVER CT
FRAMINGHAM, MA
(42.276022, -71.409218)"
1,135-94-8146-000,52,SUMMIT ST,1,8,3,CONVENT`NL,1917,122600,0,103500,0.15117,1356,2218,226100,10/30/2013,229900,62853-146,2000,"52 SUMMIT ST
FRAMINGHAM, MA
(42.272164, -71.41279)"
1,135-04-4900-000,3,ROXANNA ST,1,6,3,COTTAGE,1902,97300,5200,103600,0.15427,1173,2511,206100,01/06/2015,250000,64759-62,4500,"3 ROXANNA ST
FRAMINGHAM, MA
(42.274296, -71.410347)"
1,134-64-6996-000,618,WAVERLEY ST,0,NULL,NULL,STORE,1960,440704,63466.541599999997,245829.8186,0.928,8732,8732,750000.3602,02/29/2016,750000,66865-92,32000,"618 WAVERLEY ST
FRAMINGHAM, MA
(42.274602, -71.424032)"
1,141-92-0212-000,20,CL JAMES M HALPIN DR,NULL,NULL,NULL,NULL,NULL,0,48379,515605,15.37,0,0,563984,12/01/1988,900000,19561-431,,"20 CL JAMES M HALPIN DR
FRAMINGHAM, MA
(42.267778, -71.415716)"
1,139-43-0988-000,17,DESOTO AVE,1,5,3,CAPE,1957,132900,0,103200,0.1343,1376,2464,236100,09/17/2013,250000,62641-482,,"17 DESOTO AVE
FRAMINGHAM, MA
(42.271372, -71.433773)"
2,134-75-0102-000,584,WAVERLEY ST,6,6,2,MULTI-FAM,1890,365800,63600,103900,0.12856,6923,10179,533300,07/14/2008,10,51435-326,,"584 WAVERLEY ST
FRAMINGHAM, MA
(42.274901, -71.423093)"
1,134-54-9492-000,27,BRIDGES ST,4,12,4,4-8 FAMILY,1892,177300,0,97900,0.15514,2416,3880,275200,12/16/2011,116000,58096-76,63500,"27 BRIDGES ST
FRAMINGHAM, MA
(42.272689, -71.426474)"
1,064-19-9610-000,25,LEDGEWOOD RD,1,8,4,RANCH,1966,194700,1500,174600,0.51889,1416,3046,370800,09/25/2012,375000,60089-388,2500,"25 LEDGEWOOD RD
FRAMINGHAM, MA
(42.314369, -71.479112)"
3,142-23-5905-000,120,LELAND ST,0,NULL,NULL,INDUSTRIAL,1950,1473600,166800,867000,3.98092,87584,87584,2507400,11/21/1960,1,09717-0018,,"120 LELAND ST
FRAMINGHAM, MA
(42.270594, -71.401983)"
1,141-82-2146-000,10,THAYER ST,NULL,NULL,NULL,NULL,NULL,0,0,113000,0.64382,0,0,113000,02/18/2014,100,63283-94,,"10 THAYER ST
FRAMINGHAM, MA
(42.266516, -71.418788)"
1,141-83-0476-000,314,HOLLIS ST,NULL,NULL,NULL,NULL,NULL,0,0,400,0.0326,0,0,400,12/02/1995,55000,25788-0240,,"314 HOLLIS ST
FRAMINGHAM, MA
(42.270312, -71.419263)"
1,135-05-8960-000,39,BEAVER ST,0,NULL,NULL,R/M SHOP,1984,70600,13200,137600,0.386,1500,1500,221400,08/12/1996,197500,26573-0588,,"39 BEAVER ST
FRAMINGHAM, MA
(42.277061, -71.408597)"
1,102-92-9882-000,,ST LO ST,0,NULL,NULL,APRTMNT-GN,1953,126700,0,1487500,8.53701,4417,4417,1614200,10/19/1954,1,8343-390,65000,"NULL
FRAMINGHAM, MA"
1,140-72-1923-000,16,WOOD AVE,2,8,3,CONVENT`NL,1902,150000,4000,105700,0.264,1918,3789,259700,03/31/2010,188000,54476-535,4400,"16 WOOD AVE
FRAMINGHAM, MA
(42.268711, -71.422837)"
1,141-82-0384-000,3,THAYER ST,2,6,3,OT MFAM,1907,123200,1500,103900,0.16977,1406,2240,228600,01/08/2014,100,63158-189,2500,"3 THAYER ST
FRAMINGHAM, MA
(42.266951, -71.418698)"
1,133-34-3567-000,44,FAY RD,2,12,6,MULTI-FAM,1932,174300,7700,104100,0.18292,2859.75,5420,286100,06/20/2012,1,59336-400,5400,"44 FAY RD
FRAMINGHAM, MA
(42.273035, -71.436654)"
1,140-62-3998-000,134,WINTHROP ST,2,8,4,MULTI-TNHS,1960,151300,0,104600,0.20762,1612,3340,255900,07/19/2000,1,31370-225,5000,"134 WINTHROP ST
FRAMINGHAM, MA
(42.269005, -71.425414)"
1,141-82-0472-000,17,GEORGE ST,1,7,3,CONVENT`NL,1917,141800,5200,103600,0.15434,1612,2734,250600,02/23/1998,55000,28208-455,2400,"17 GEORGE ST
FRAMINGHAM, MA
(42.26747, -71.419003)"
1,140-62-3747-000,23,DOW ST,1,6,3,RANCH,1961,145500,0,104100,0.18365,1251,2281,249600,08/20/2015,100,65944-499,,"23 DOW ST
FRAMINGHAM, MA
(42.268131, -71.425226)"
1,140-63-3837-000,23,CLIFFORD ST,1,6,3,CAPE,1970,162200,0,102800,0.11478,1365,2340,265000,12/21/2000,194900,32166-108,6325,"23 CLIFFORD ST
FRAMINGHAM, MA
(42.271076, -71.42549)"
1,122-29-7862-000,115,HOWE ST,2,8,3,OT MFAM,1932,146000,10500,119100,0.2121,2314,4786,275600,12/23/2015,100,66583-491,3000,"115 HOWE ST
FRAMINGHAM, MA
(42.287808, -71.401607)"
1,133-44-0239-000,10,WEYBOSSETT AVE,1,8,3,CAPE,1942,163600,0,103400,0.14426,1876,2948,267000,01/04/1999,100,29610-529,,"10 WEYBOSSETT AVE
FRAMINGHAM, MA
(42.272575, -71.433992)"
1,140-72-7103-000,421,HOLLIS ST,1,6,3,BUNGALOW,1907,128700,4300,103800,0.1674,1040,2338,236800,05/21/1998,100,28603-97,3500,"421 HOLLIS ST
FRAMINGHAM, MA
(42.266397, -71.420099)"
1,133-34-8148-000,62,PALMETTO AVE,1,6,3,COLONIAL,1926,138400,5900,103000,0.12348,1604,3113,247300,05/25/2007,265000,49503-388,8000,"62 PALMETTO AVE
FRAMINGHAM, MA
(42.272095, -71.434849)"
1,136-15-0117-000,350,WAVERLEY ST,NULL,NULL,NULL,NULL,NULL,0,0,7700,0.06428,0,0,7700,10/04/1978,1,13554-574,,"350 WAVERLEY ST
FRAMINGHAM, MA
(42.278293, -71.409582)"
1,141-83-6168-000,43,CAMPBELL RD,2,6,2,MULTI-FAM,1912,121900,0,103000,0.12626,1346,2402,224900,08/10/2010,137000,55146-276,2500,"43 CAMPBELL RD
FRAMINGHAM, MA
(42.269354, -71.416663)"
1,140-72-4556-000,69,GILBERT ST,1,6,3,OLD STYLE,1927,119300,4800,103000,0.12626,1478,2387,227100,09/25/2012,184000,60088-598,24000,"69 GILBERT ST
FRAMINGHAM, MA
(42.267592, -71.421091)"
1,140-63-9273-000,83,WINTHROP ST,3,14,6,MULTI-FAM,1906,263200,0,104100,0.18251,2867,4874,367300,04/28/2011,370000,56789-503,0,"83 WINTHROP ST
FRAMINGHAM, MA
(42.269221, -71.42306)"
1,140-72-5398-000,78,GILBERT ST,1,7,3,COLONIAL,1988,282900,0,104100,0.18365,2124,3892,387000,08/08/2016,420000,67770-91,15000,"78 GILBERT ST
FRAMINGHAM, MA
(42.267213, -71.421166)"
1,140-63-0796-000,42,CLIFFORD ST,1,5,2,RANCH,1958,135900,0,103600,0.15496,1040,2312,239500,06/01/1986,1,17123-347,25850,"42 CLIFFORD ST
FRAMINGHAM, MA
(42.271122, -71.426338)"
1,140-63-3948-000,24,COBURN ST,2,10,6,MULTI-FAM,1892,170600,0,102800,0.11478,2000,3734,273400,01/18/2011,1,56294-141,3000,"24 COBURN ST
FRAMINGHAM, MA
(42.271729, -71.425425)"
1,140-72-6097-000,423,HOLLIS ST,1,6,3,CONVENT`NL,1939,129200,6100,103900,0.17298,1443,2392,239200,12/26/2014,100,64718-215,7000,"423 HOLLIS ST
FRAMINGHAM, MA
(42.26625, -71.420129)"
1,135-95-7133-000,92,SOUTH ST,1,8,4,COLONIAL,2001,239500,0,103400,0.14619,2080,3120,342900,11/09/1970,1,11915-0622,140920,"92 SOUTH ST
FRAMINGHAM, MA
(42.274539, -71.413025)"
1,133-44-9282-000,768,WAVERLEY ST,3,12,4,MIXED USE,1867,273600,0,105100,0.23322,4391,6008,378700,03/28/2016,100,66994-226,10000,"768 WAVERLEY ST
FRAMINGHAM, MA
(42.272441, -71.430316)"
2,141-83-2119-000,17,HAVEN ST,4,9,5,CONVENT`NL,1900,328000,0,104600,0.20799,3234,5080,432600,10/01/2002,208000,36571-382,,"17 HAVEN ST
FRAMINGHAM, MA
(42.269612, -71.418508)"
4,133-35-9302-000,190,FOUNTAIN ST,0,NULL,NULL,INDUSTRIAL,1956,1281500,36000,255000,1.06749,29028,29028,1572500,04/13/1995,409500,25284-194,,"190 FOUNTAIN ST
FRAMINGHAM, MA
(42.275524, -71.434495)"
1,134-54-9001-000,60,COBURN ST,2,10,4,MULTI-FAM,1912,160700,10700,103100,0.13074,2240,4017,274500,07/23/2010,181000,55037-535,1500,"60 COBURN ST
FRAMINGHAM, MA
(42.271825, -71.427061)"
1,140-73-2156-000,64,WINTHROP ST,1,7,3,CONVENT`NL,1902,170000,3700,103300,0.13751,2232,3674,277000,12/04/2001,260000,34217-40,8000,"64 WINTHROP ST
FRAMINGHAM, MA
(42.269467, -71.422143)"
2,141-83-7365-000,34,CAMPBELL RD,3,NULL,NULL,GARAGE,1930,280900,10600,106700,0.31726,6009,8295,398200,08/01/1988,0,19249-158,,"34 CAMPBELL RD
FRAMINGHAM, MA
(42.2698, -71.416707)"
1,053-11-0653-000,67,LANEWOOD AVE,1,9,5,COLONIAL,1970,228400,0,172900,0.45914,2652,4362,401300,10/01/1989,256900,20163-0133,44682,"67 LANEWOOD AVE
FRAMINGHAM, MA
(42.320004, -71.482367)"
1,141-83-4102-000,207,ARLINGTON ST,1,7,3,CONVENT`NL,1907,119900,9200,103200,0.13338,1308,2607,232300,04/18/2003,280000,38856-133,400,"207 ARLINGTON ST
FRAMINGHAM, MA
(42.269212, -71.417563)"
1,139-22-7603-001,6,HARMONY LN,1,8,5,CONDEX,1976,189900,0,0,0,1436,2394,189900,12/20/2012,135000,60785-119,5400,"6 HARMONY LN
FRAMINGHAM, MA
(42.268083, -71.438657)"
1,145-51-7995-000,60,LAKE AVE,1,5,3,RANCH,1957,193300,0,107100,0.34004,1527,3000,300400,05/08/2006,1,47413-55,10000,"60 LAKE AVE
FRAMINGHAM, MA
(42.266307, -71.427393)"
1,140-72-3521-000,56,BERRY ST,1,6,3,OLD STYLE,1928,125500,1100,103000,0.12626,1248,2554,229600,11/02/2012,1,60400-21,1650,"56 BERRY ST
FRAMINGHAM, MA
(42.267565, -71.422076)"
1,135-04-2583-000,239,IRVING ST,1,8,3,CONVENT`NL,1900,123500,0,109100,0.44024,1378,2658,232600,09/23/2004,296100,43764-419,10900,"239 IRVING ST
FRAMINGHAM, MA
(42.273376, -71.410601)"
1,133-44-9161-000,5,CONANT RD,2,9,3,MULTI-FAM,1897,108100,2300,105600,0.25921,1898,3199,216000,02/01/2006,1,46915-199,500,"5 CONANT RD
FRAMINGHAM, MA
(42.271572, -71.430316)"
1,133-34-7237-000,22,WEYBOSSETT AVE,1,6,3,CAPE,1922,236100,0,103800,0.16478,1440,3140,339900,05/28/2015,337500,65441-304,10500,"22 WEYBOSSETT AVE
FRAMINGHAM, MA
(42.272515, -71.435113)"
1,133-34-7138-000,25,SEMINOLE AVE,1,6,1,COTTAGE,1924,100000,0,103800,0.16478,1385,4169,203800,03/29/1977,1,13161-432,23021,"25 SEMINOLE AVE
FRAMINGHAM, MA
(42.271918, -71.43506)"
1,133-44-8146-000,778,WAVERLEY ST,1,6,3,GARRISON,1984,169100,13600,104400,0.19938,1400,2172,287100,06/01/1989,148500,19872-0329,,"778 WAVERLEY ST
FRAMINGHAM, MA
(42.272632, -71.430668)"
1,140-62-6951-000,116,WINTHROP ST,3,13,5,MULTI-FAM,1907,210000,0,112800,0.63503,3139,5390,322800,03/11/2013,254000,61369-29,4000,"116 WINTHROP ST
FRAMINGHAM, MA
(42.26895, -71.424346)"
1,140-73-0400-000,31,CYPRESS ST,1,7,3,CAPE,1936,152300,7200,105000,0.22957,1317,2858,264500,04/20/2016,100,67115-477,3950,"31 CYPRESS ST
FRAMINGHAM, MA
(42.270129, -71.423056)"
1,113-20-4176-000,325,BISHOP ST,2,12,5,MULTI-FAM,1897,162400,11500,119000,0.21003,2388,3906,292900,06/22/2006,0,47677-273,10900,"325 BISHOP ST
FRAMINGHAM, MA
(42.288608, -71.403013)"
1,145-61-2956-000,30,LAKE AVE,2,9,4,MULTI-FAM,1937,154100,0,105100,0.23531,1916,3308,259200,04/30/2002,260000,35379-306,,"30 LAKE AVE
FRAMINGHAM, MA
(42.266235, -71.425825)"
2,128-06-9892-000,7,BISHOP ST,0,NULL,NULL,OFFICE,1905,187400,275700,869700,3.99323,12996,12996,1332800,06/28/2012,2000000,59407-319,,"7 BISHOP ST
FRAMINGHAM, MA
(42.279861, -71.408831)"
1,133-34-8697-000,870,WAVERLEY ST,2,11,4,MULTI-FAM,1802,180300,5800,108700,0.42041,2376.25,4216,294800,07/03/2003,150000,39794-308,,"870 WAVERLEY ST
FRAMINGHAM, MA
(42.273792, -71.434422)"
1,140-73-9096-000,348,HOLLIS ST,3,12,6,MULTI-FAM,1887,179100,5700,102800,0.11361,2402.5,3890,287600,02/14/2013,100,61201-534,2000,"348 HOLLIS ST
FRAMINGHAM, MA
(42.269053, -71.419543)"
2,145-61-3986-000,16,LAKE AVE,2,6,3,COTTAGE,1945,224400,0,103600,0.15553,1781.25,3639,328000,07/01/2014,325300,63856-362,,"16 LAKE AVE
FRAMINGHAM, MA
(42.266264, -71.425302)"
1,136-15-1672-000,67,BEAVER ST,0,NULL,NULL,REPAIR GAR,1953,144100,33600,240300,1.11499,2480,2480,418000,01/21/2016,550000,66701-369,2000,"67 BEAVER ST
FRAMINGHAM, MA
(42.276462, -71.40741)"
1,141-82-0715-000,370,HOLLIS ST,6,18,6,4-8 FAMILY,1867,339700,1000,99600,0.24793,3702,5974,440300,05/16/2011,140000,56861-480,4000,"370 HOLLIS ST
FRAMINGHAM, MA
(42.268231, -71.419713)"
1,119-29-0660-000,13,ROBERT RD,1,8,5,GARRISON,1957,173600,0,134700,0.22176,2340,2736,308300,06/22/2012,325000,251480,10000,"13 ROBERT RD
FRAMINGHAM, MA
(42.287183, -71.441243)"
1,135-04-5655-000,5,SNOW ST,NULL,NULL,NULL,NULL,NULL,47900,0,119600,0.52179,0,0,167500,01/04/2005,1,44424-227,,"5 SNOW ST
FRAMINGHAM, MA
(42.273537, -71.410003)"
1,139-43-1969-000,7,DESOTO AVE,1,6,3,CAPE,1937,149600,6700,104400,0.19628,1470,2616,260700,03/22/2007,287000,49162-319,114425,"7 DESOTO AVE
FRAMINGHAM, MA
(42.271387, -71.433476)"
1,134-54-0358-000,785,WAVERLEY ST,4,16,6,4-8 FAMILY,1907,267900,39700,100200,0.28223,3578,7106,407800,11/24/2004,1,44166-556,77000,"785 WAVERLEY ST
FRAMINGHAM, MA
(42.272433, -71.430302)"
2,142-13-5870-000,300,IRVING ST,0,NULL,NULL,REPAIR GAR,1958,57800,67900,513000,18.934000000000001,750,750,638700,08/15/2008,2000000,51577-320,,"300 IRVING ST
FRAMINGHAM, MA
(42.269543, -71.406692)"
1,134-54-9050-000,56,COBURN ST,2,10,4,MULTI-FAM,1917,175000,0,102800,0.11478,2240,4494,277800,04/28/2006,360000,47359-365,,"56 COBURN ST
FRAMINGHAM, MA
(42.271818, -71.426864)"
1,140-72-4896-000,41,GILBERT ST,2,10,4,MULTI-FAM,1907,197300,11300,103000,0.12626,3047,5180,311600,12/13/2001,1,34308-456,6475,"41 GILBERT ST
FRAMINGHAM, MA
(42.268398, -71.420924)"
1,134-74-3260-000,99,CEDAR ST,1,7,3,CONVENT`NL,1887,119400,4600,103000,0.12599,1339,3125,227000,07/01/1994,57500,24670-0505,500,"99 CEDAR ST
FRAMINGHAM, MA
(42.272239, -71.42143)"
1,141-83-5434-000,184,ARLINGTON ST,1,7,3,CONVENT`NL,1887,122600,3700,103200,0.13315,1719,3193,229500,08/31/2004,311500,43633-244,,"184 ARLINGTON ST
FRAMINGHAM, MA
(42.270001, -71.417654)"
1,133-34-8529-000,29,BENSON AVE,1,7,3,CAPE,1928,156000,0,102300,0.08905,1710,3015,258300,11/01/1988,100000,19400-198,1250,"29 BENSON AVE
FRAMINGHAM, MA
(42.273078, -71.434751)"
1,118-19-7682-000,7,ROBERT RD,1,6,3,RANCH,1957,130600,1800,134700,0.22176,1644,1644,267100,05/21/2002,240000,224439,4500,"7 ROBERT RD
FRAMINGHAM, MA
(42.287228, -71.442263)"
1,133-34-9189-001,15,SEMINOLE AVE,1,7,3,CONDEX,2007,349200,0,0,0,1464,3365,349200,12/09/2011,1,58047-153,,"15 SEMINOLE AVE
FRAMINGHAM, MA
(42.271965, -71.434133)"
1,140-72-9336-000,402,HOLLIS ST,1,7,3,OLD STYLE,1900,128600,3900,103900,0.17218,1456,3114,236400,03/14/2005,300000,44799-118,7303,"402 HOLLIS ST
FRAMINGHAM, MA
(42.267158, -71.419939)"
1,133-44-3256-000,31,LARRABEE AVE,2,6,3,MULTI-FAM,1922,148300,0,104100,0.18365,1920,3310,252400,03/04/2016,100,66891-497,4000,"31 LARRABEE AVE
FRAMINGHAM, MA
(42.272333, -71.432572)"
1,133-44-4184-000,44,LARRABEE AVE,2,10,4,MULTI-FAM,1967,241400,0,102400,0.09183,1560,2415,343800,02/23/2009,260000,52277-295,1500,"44 LARRABEE AVE
FRAMINGHAM, MA
(42.271988, -71.432541)"
1,141-83-1852-000,272,HOLLIS ST,NULL,NULL,NULL,NULL,NULL,0,122412,183820,0.576,0,0,306232,07/10/2014,10,63894-335,,"272 HOLLIS ST
FRAMINGHAM, MA
(42.271185, -71.419005)"
1,064-18-2387-000,2,BRIARWOOD RD,1,8,3,SPLIT ENT,1964,194600,0,174600,0.51809,1248,2496,369200,02/28/2002,362500,34933-22,,"2 BRIARWOOD RD
FRAMINGHAM, MA
(42.310722, -71.480994)"
1,145-51-9973-000,50,LAKE AVE,1,7,3,OLD STYLE,1937,114700,5100,105100,0.23336,1454,2478,224900,06/09/2006,465000,47604-589,6485,"50 LAKE AVE
FRAMINGHAM, MA
(42.266186, -71.426814)"
1,122-29-9506-000,127,WILSON ST,1,7,4,CONTEMPORY,1999,295500,0,119400,0.22927,1628,3380,414900,08/15/2005,442000,45857-29,133000,"127 WILSON ST
FRAMINGHAM, MA
(42.286577, -71.401306)"
1,140-72-6876-000,38,GILBERT ST,2,8,4,MULTI-TNHS,1892,152500,0,103900,0.16963,2122,3935,256400,08/31/2001,290000,33563-561,,"38 GILBERT ST
FRAMINGHAM, MA
(42.268535, -71.420893)"
1,122-29-6668-000,191,WILSON ST,1,7,3,SPLIT LEVL,1984,183900,10400,122800,0.3975,1130,2382,317100,09/22/2015,340500,66111-591,3890,"191 WILSON ST
FRAMINGHAM, MA
(42.28689, -71.402181)"
1,140-73-3347-000,51,WINTHROP ST,1,7,3,CONVENT`NL,1917,165400,6100,104800,0.22039,1988,3939,276300,03/13/1996,134000,26129-0411,3000,"51 WINTHROP ST
FRAMINGHAM, MA
(42.269603, -71.421659)"
1,140-63-0980-000,43,CLIFFORD ST,NULL,NULL,NULL,NULL,NULL,0,0,1500,0.11478,0,0,1500,05/27/2010,151500,54740-388,,"43 CLIFFORD ST
FRAMINGHAM, MA
(42.271126, -71.426415)"
1,140-62-5145-000,22,NIPMUC TERR,2,10,4,RANCH,1937,209900,0,103200,0.1337,1753,4082,313100,06/10/2016,10,67408-21,11266,"22 NIPMUC TERR
FRAMINGHAM, MA
(42.266582, -71.424898)"
1,140-73-2053-000,15,BERRY ST,1,6,3,CAPE,1924,131400,0,103200,0.132,1092,2080,234600,04/05/2001,189900,32644-12,8000,"15 BERRY ST
FRAMINGHAM, MA
(42.268875, -71.42179)"
1,134-54-5593-000,729,WAVERLEY ST,2,10,6,MULTI-TNHS,1901,172500,0,104200,0.18425,2452,3898,276700,03/18/2015,100,65072-241,6500,"729 WAVERLEY ST
FRAMINGHAM, MA
(42.272685, -71.42804)"
1,140-63-4866-000,15,CLIFFORD ST,1,7,3,GAMBREL,1975,206000,0,103700,0.1607,1908,3052,309700,09/03/2009,100,53496-153,,"15 CLIFFORD ST
FRAMINGHAM, MA
(42.271048, -71.424994)"
1,140-72-6403-000,76,GILBERT ST,1,7,3,OLD STYLE,1922,153300,5000,103900,0.17236,1687,3623,262200,08/29/2013,1,62544-220,6050,"76 GILBERT ST
FRAMINGHAM, MA
(42.267338, -71.421141)"
1,119-29-0754-000,10,ROBERT RD,1,7,3,RANCH,1957,116900,13200,135300,0.25057,1254,1774,265400,08/07/2006,315000,1324-100,,"10 ROBERT RD
FRAMINGHAM, MA
(42.287184, -71.441281)"
1,140-73-1194-000,70,WINTHROP ST,2,12,6,MULTI-FAM,1912,177100,0,103200,0.136,2690,5626,280300,10/09/1992,1,22481-22,14200,"70 WINTHROP ST
FRAMINGHAM, MA
(42.269408, -71.422354)"
1,141-83-3383-000,191,ARLINGTON ST,2,10,4,MULTI-FAM,1897,147400,700,103200,0.13338,1794,2907,251300,03/01/1987,142000,17909-111,,"191 ARLINGTON ST
FRAMINGHAM, MA
(42.269765, -71.417625)"
1,133-34-7417-000,34,BENSON AVE,2,10,4,MULTI-FAM,1930,178200,0,103400,0.14644,2280,3972,281600,07/08/2011,145000,57113-271,10000,"34 BENSON AVE
FRAMINGHAM, MA
(42.273055, -71.435167)"
1,134-64-1543-000,20,BRIDGES ST,4,23,12,4-8 FAMILY,1892,263100,0,99200,0.22195,4058,6149,362300,06/14/2002,350000,35683-188,13000,"20 BRIDGES ST
FRAMINGHAM, MA
(42.273054, -71.426422)"
1,133-44-0230-000,15,SEMINOLE AVE SIDE,NULL,NULL,NULL,NULL,NULL,0,0,100,0.0186,0,0,100,10/08/2004,75000,43870-41,,"15 SEMINOLE AVE SIDE
FRAMINGHAM, MA
(42.271965, -71.434133)"
1,133-44-4281-000,36,LARRABEE AVE,3,15,6,MULTI-TNHS,1911,156500,0,103300,0.13774,2700,3848,259800,09/30/1977,1,13298-555,,"36 LARRABEE AVE
FRAMINGHAM, MA
(42.272156, -71.432556)"
1,134-54-3079-000,740,WAVERLEY ST,0,NULL,NULL,STORE,1945,182400,10800,121600,0.264,3256,3256,314800,11/30/2007,100,50416-123,11350,"740 WAVERLEY ST
FRAMINGHAM, MA
(42.272183, -71.429114)"
1,133-44-5304-000,24,LARRABEE AVE,2,8,2,MULTI-FAM,1912,136300,0,104100,0.18365,1859,3103,240400,11/04/2003,1,41362-560,6500,"24 LARRABEE AVE
FRAMINGHAM, MA
(42.272531, -71.43259)"
1,128-06-6305-000,242,WAVERLEY ST,0,NULL,NULL,REPAIR GAR,1925,14689.44,6426.63,75385.39,0.096,0,0,96501.46,11/24/1999,235000,30896-224,6500,"242 WAVERLEY ST
FRAMINGHAM, MA
(42.278263, -71.409746)"
1,113-20-5258-000,333,BISHOP ST,1,4,3,RANCH,1956,139200,1900,117900,0.15574,1028,1912,259000,03/15/2016,305000,66935-105,2000,"333 BISHOP ST
FRAMINGHAM, MA
(42.288993, -71.402755)"
1,141-83-6163-000,49,CAMPBELL RD,1,6,3,CAPE,1951,123900,0,102600,0.10331,1039.5,2437,226500,05/14/2012,1,59083-314,,"49 CAMPBELL RD
FRAMINGHAM, MA
(42.269208, -71.416648)"
1,140-52-5093-000,76,LAKE AVE,2,7,4,MULTI-FAM,1945,182600,9200,109700,0.4742,1956,4252,301500,02/07/2007,10,48963-393,50000,"76 LAKE AVE
FRAMINGHAM, MA
(42.266427, -71.427753)"
1,134-54-9165-000,53,BRIDGES ST,4,16,6,4-8 FAMILY,1887,183100,19100,100500,0.29844,3814.5,5586,302700,05/05/2006,100,47405-209,4000,"53 BRIDGES ST
FRAMINGHAM, MA
(42.271813, -71.426711)"
